,diagnostics_Versions_PyRadiomics,diagnostics_Versions_Numpy,diagnostics_Versions_SimpleITK,diagnostics_Versions_PyWavelet,diagnostics_Versions_Python,diagnostics_Configuration_Settings,diagnostics_Configuration_EnabledImageTypes,diagnostics_Image-original_Hash,diagnostics_Image-original_Dimensionality,diagnostics_Image-original_Spacing,diagnostics_Image-original_Size,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Maximum,diagnostics_Mask-original_Hash,diagnostics_Mask-original_Spacing,diagnostics_Mask-original_Size,diagnostics_Mask-original_BoundingBox,diagnostics_Mask-original_VoxelNum,diagnostics_Mask-original_VolumeNum,diagnostics_Mask-original_CenterOfMassIndex,diagnostics_Mask-original_CenterOfMass,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_JointAverage,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_Imc1,original_glcm_Imc2,original_glcm_Idm,original_glcm_Idmn,original_glcm_Id,original_glcm_Idn,original_glcm_InverseVariance,original_glcm_MaximumProbability,original_glcm_SumEntropy,original_glcm_SumSquares,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis
10,0+unknown,1.26.2,2.1.1.2,1.2.0,3.10.13,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 25, 'weightingNorm': None}",{'Original': {}},1f4847eac70bc5c09b160de0e751ad601e0f690c,3D,"(0.820312, 0.820312, 2.5)","(512, 512, 140)",-802.6419776371547,-2048.0,5892.0,0769230575263b3b29cfdf9269aea050eb482ef8,"(0.820312, 0.820312, 2.5)","(512, 512, 140)","(345, 334, 70, 43, 38, 10)",5834,1,"(365.2372300308536, 349.3577305450806, 74.93829276654097)","(70.8084796410696, 76.58233865889616, -191.6542680836476)",-723.0,23.0,1320451183.0,5.0813718736256765,582.0,1.5396107130399956,276.0,262.0709590876083,-377.2175179979431,-446.0,-882.0,1158.0,225.13832118004623,475.7490860055378,0.2128794147726842,2221367881.1212935,0.03410603899051921,84044.13695057604,646.9796597547003,23.36909641928286,335369.6531087538,7.933597940094999,463.58076556324403,62.559701235480176,0.7612544632901588,5.5073533848851595,3.8631207019403098,28.86585156708191,0.0036974626648522226,9.176546343832435,-0.17883941519458466,0.8839980643130309,0.25150345980477523,0.9754602789405821,0.32660016361554595,0.9061476554776926,0.23939375844768726,0.021543147282030457,6.036248180798015,131.53511669968097,169.61171312051462,0.03216505759718374,128.2769212390871,568.6333426845703,1.3998226748157416,909.5558090510483,0.010134876389570448,0.007757944164966038,5.559722105177252,4444.5526781280305,0.8398939296956074,0.9030088868964428,0.16090407240114987,0.9316200816076368,514.9911112560515,0.007317850120649853,64.18093475242944,0.029699645882660542,88.87795403819463,483.82230448866267,149.47339194817215,183526.53863951875,0.3355440550136127,0.008277691744219938,915.50994909764,0.4236510639045072,0.675664657993443,326.7223084761355,0.005555449567647371,6.882912502454468,0.3704148097360302,142.18514103343503,7.606904380355882,967.6002742543709,0.16585537782899742,8.09697211939185,198.97463147068908,134.53584269344685,593.7908810421666,20.49982859101817,19702.973260198836,0.1044295305571039,0.007600270946193307,0.3228053606753859,158.56413980652158,0.0026390769204434656
11,0+unknown,1.26.2,2.1.1.2,1.2.0,3.10.13,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 25, 'weightingNorm': None}",{'Original': {}},1f4847eac70bc5c09b160de0e751ad601e0f690c,3D,"(0.820312, 0.820312, 2.5)","(512, 512, 140)",-802.6419776371547,-2048.0,5892.0,68781c64d304e6705c76fc85b48f0ce665143c29,"(0.820312, 0.820312, 2.5)","(512, 512, 140)","(301, 194, 81, 15, 9, 4)",211,1,"(307.33649289099526, 197.87677725118485, 82.71563981042654)","(23.31181015639811, -47.67930509952603, -172.21090047393366)",-634.0,-18.0,33425691.0,4.840231888836816,447.5,1.58322172622748,34.0,212.7104512477258,-320.98104265402844,-296.0,-775.0,809.0,181.24256055363318,398.01456902530356,-0.11732203697424383,56231352.84940337,0.03932975449787741,55386.76741313089,446.8130933995209,21.110838251511286,72250.81890315571,-532.7586120651796,174.52783766409678,171.77598854929417,0.020301842330012643,10.32184906144826,4.144600393070538,45.73081942028725,0.0074411154696318515,7.316266685504846,-0.4235449488642232,0.9899415063882835,0.12897566318730538,0.8828909846788231,0.20263169546960183,0.787772573744269,0.1315075014617037,0.023907299317328712,5.163023273210815,86.57595655334772,7.8193872991308115,0.03835591802109031,87.6087333989864,428.23400446879083,1.1235459072284004,512.7060565740438,0.021026262385627978,0.020520113503191457,4.977257831717496,191.7149214289781,0.939294817399804,0.9653663871673351,0.04639494154396752,0.9753558251291311,411.3920415785286,0.020419213233850285,4.9855072463768115,0.03612686410417979,73.58438353287126,331.21014492753625,5.065217391304348,3570.804347826087,0.039236340475422474,0.028083909253707736,81.7536231884058,0.5924175593362739,0.7972003041689032,227.51295043836106,0.026826637767712543,5.5913395661648435,0.6540284360189573,2.727420709934888,5.949179717765675,73.13270142180095,0.3466004806720424,1.4924642303631994,8.298578199052132,88.56912468273399,437.4265402843602,5.104265402843602,3494.3175355450235,0.03383425611942984,0.019930928976930672,0.5839329507474396,184.39123365143845,0.017873391400313927
12,0+unknown,1.26.2,2.1.1.2,1.2.0,3.10.13,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 25, 'weightingNorm': None}",{'Original': {}},1f4847eac70bc5c09b160de0e751ad601e0f690c,3D,"(0.820312, 0.820312, 2.5)","(512, 512, 140)",-802.6419776371547,-2048.0,5892.0,8171fb7f298f5259b54428850ebac7a36a2f1074,"(0.820312, 0.820312, 2.5)","(512, 512, 140)","(302, 194, 82, 13, 9, 2)",155,1,"(307.94193548387096, 197.89032258064515, 82.5741935483871)","(23.808461980645177, -47.668193703225796, -172.56451612903226)",-430.6,-12.0,10076382.0,4.321399638180676,286.0,1.785030634608326,34.0,136.7700312174818,-200.90322580645162,-173.0,-489.0,523.0,110.81685744016649,254.9684610476995,-0.3167571931089364,16951290.302042726,0.055150884495317375,24646.80998959417,198.5176402729173,13.745312086306656,19291.39226783577,-423.28689496581376,89.74841261391092,51.78774192464951,0.2728304134657818,5.629098911539699,3.693772146364772,18.596217367174432,0.011549414973169933,6.656200835546991,-0.4135251141135362,0.9819207946568439,0.1800862712125467,0.9165188203837952,0.26862253967360167,0.815605587549445,0.1810537493800678,0.03218521350978447,4.735085068458491,35.384038634640106,7.969546151364422,0.05354810859664948,39.209607128568486,190.35639662703187,1.1414437943265319,234.76534333666635,0.06706934856775103,0.06277745922353753,4.488453176602943,138.02838957854496,0.9266668059235925,0.9593052109181142,0.0513105725728172,0.9703887363802935,181.57888693797025,0.061718720209846006,4.763440860215054,0.05121979419586079,32.80980460168805,137.81720430107526,6.548387096774194,2054.7311827956987,0.1920170919690337,0.07389228691626978,49.75268817204301,0.534975141634871,0.7595552900570822,84.58163812558077,0.06014284798723661,5.078002128857782,0.6,3.7706093189964154,5.510729712299211,47.78709677419355,0.3083038501560874,1.7192091571279917,8.548387096774194,39.51400624349636,195.2,5.95483870967742,1828.5290322580645,0.1854299046197902,0.06152118045391559,0.5267123107307439,68.13577554677785,0.04029715971835849
13,0+unknown,1.26.2,2.1.1.2,1.2.0,3.10.13,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 25, 'weightingNorm': None}",{'Original': {}},1f4847eac70bc5c09b160de0e751ad601e0f690c,3D,"(0.820312, 0.820312, 2.5)","(512, 512, 140)",-802.6419776371547,-2048.0,5892.0,1b12723aa802a5058a1b73df82d3bb98090bb799,"(0.820312, 0.820312, 2.5)","(512, 512, 140)","(301, 193, 81, 15, 11, 4)",275,1,"(307.84727272727275, 197.84727272727272, 82.75636363636363)","(23.730808985454587, -47.70350801454546, -172.10909090909092)",-679.4,-27.80000000000001,56196051.0,4.981848455342452,438.0,1.7078794147576568,34.0,215.30681652892562,-380.9490909090909,-416.0,-850.0,884.0,176.32109422238904,452.05008169851754,0.14439748450814247,94537461.39531018,0.0347107438016529,59227.066499173554,480.2909017577874,21.758945714103184,101421.69069034225,-131.59206057420178,209.58734652049594,183.9904455039396,0.0825647298576806,10.728623518162054,4.272862168046408,49.317077824971925,0.0051592372209902666,7.843085082033829,-0.3896394713351343,0.9885422010273347,0.1184779712821571,0.8919950537625267,0.1924543176751399,0.7941926486872567,0.12394345938241734,0.019016512255999332,5.452217203397307,98.39444800610886,9.14014282970723,0.034318885869340315,93.01957540877395,457.7421875375258,1.1096685207252839,539.0782570228528,0.017356411274394117,0.01596423241009524,5.107785262431635,251.28065879726663,0.9423206921296791,0.968111888111888,0.0396084546181907,0.9768031959129375,441.28216915823566,0.015626097444813455,6.456521739130435,0.035089792060491495,74.0202032136106,369.3369565217391,4.385869565217392,3376.9021739130435,0.04226374775595419,0.015769134994513153,105.19565217391305,0.5717155009451795,0.7846363392377885,261.8819209608159,0.010144986895584424,5.755710038536896,0.6690909090909091,2.1521443761814743,6.134931367350024,99.84363636363636,0.3630677685950413,1.2616991735537189,9.545454545454545,94.59020165289256,466.5890909090909,4.607272727272727,3402.683636363636,0.05070218287721857,0.01588335810034287,0.5885661306947021,211.72219455782314,0.008084022232436535
14,0+unknown,1.26.2,2.1.1.2,1.2.0,3.10.13,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 25, 'weightingNorm': None}",{'Original': {}},1f4847eac70bc5c09b160de0e751ad601e0f690c,3D,"(0.820312, 0.820312, 2.5)","(512, 512, 140)",-802.6419776371547,-2048.0,5892.0,bd69b0b5356b1165d44bb6f6d25f6d7e6668e9c3,"(0.820312, 0.820312, 2.5)","(512, 512, 140)","(300, 194, 81, 16, 10, 4)",284,1,"(307.35915492957747, 198.32042253521126, 82.7394366197183)","(23.330400098591554, -47.31537754929576, -172.15140845070425)",-708.1,-29.299999999999983,62953004.0,4.987736639408422,450.5,1.6788583385233855,34.0,223.4563082721682,-397.88028169014086,-448.0,-838.0,872.0,183.6069386796147,470.8136648847966,0.18405361291446573,105904544.52695987,0.03474013092640349,63356.78848442768,469.5088289385221,21.259471721467335,131651.25392937523,-408.75289794568965,240.2209806537486,172.47153714678785,0.17722351996477978,10.441462939918127,4.256397094766321,45.677431653545646,0.005177825412523988,7.834618623790183,-0.4024999239902689,0.9901596350242824,0.12002969106042026,0.896994229103612,0.19472724192632823,0.7975441348818835,0.11950987938833861,0.01877101999647303,5.5050235368633516,103.17312945013411,9.433666751626252,0.03437479117260748,99.70247083431201,439.548768388183,1.1203747205408205,519.4259461415435,0.017524560297647353,0.016466456770469342,5.12146237321837,258.209766789594,0.9395307331581549,0.965872156013001,0.044607412898343884,0.9755363886926478,423.52102309024514,0.016246649384906366,6.3224043715847,0.0345486577682224,79.98733912628026,362.7049180327869,4.666666666666667,3400.3606557377047,0.040919372970002865,0.01963661840154766,99.06557377049181,0.5413419331720863,0.7639922755177765,254.9202101463941,0.0164149117752982,5.844694924118956,0.6443661971830986,2.2582340470005073,6.202822530633828,97.19014084507042,0.34221880579250147,1.2619519936520531,9.866197183098592,101.42337829795676,447.33098591549293,4.823943661971831,3302.6408450704225,0.043484777289060805,0.016199462236170133,0.5600601226406055,199.70234019194532,0.011369868916987966
15,0+unknown,1.26.2,2.1.1.2,1.2.0,3.10.13,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 25, 'weightingNorm': None}",{'Original': {}},1f4847eac70bc5c09b160de0e751ad601e0f690c,3D,"(0.820312, 0.820312, 2.5)","(512, 512, 140)",-802.6419776371547,-2048.0,5892.0,f5de76fd445744ea63f42663bab5b628f7cbf8c3,"(0.820312, 0.820312, 2.5)","(512, 512, 140)","(213, 211, 82, 16, 16, 5)",658,1,"(220.78571428571428, 219.01975683890578, 83.78115501519757)","(-47.686832142857156, -30.33546522796351, -169.54711246200608)",-640.6,1.0,75969489.0,4.517103321803097,381.5,2.7370665778861922,47.0,212.68004268253247,-225.919452887538,-121.5,-904.0,951.0,160.05090065647374,339.7869191948493,-0.984088744550982,127801909.66726366,0.07658373444443418,64415.55126292254,985.7637217975049,30.902968923914997,186975.9061364887,-4006.2757632180987,218.50434486852905,97.72018375046675,0.35616899127685314,6.686532213836838,4.034056672789583,48.24291363602334,0.023727205266370375,7.108650133150473,-0.25012444957935065,0.9189583605500543,0.2931414391587425,0.9481822049980385,0.3530404141907523,0.8726486750107874,0.22047185913537828,0.1085233537858634,5.092826646987228,79.05613215474897,31.284890514773767,0.05428166190577922,106.07082219225238,849.4842320561057,1.6444549098316408,1710.4198586138932,0.008299144925777237,0.007479045021992111,5.159913076298915,459.422710967523,0.8000231452920499,0.8676642506429741,0.2919715873082083,0.9123220625298913,734.6454590610489,0.0073324609639744175,10.198717948717949,0.03268819855358317,92.75960511176856,587.9647435897435,83.8974358974359,114383.0032051282,0.08008295947354273,0.010765450087454163,192.49358974358975,0.6169666337935569,0.8129904601998695,438.85473055175476,0.009361768052561031,5.874969892164704,0.47416413373860183,79.44966305062457,6.575736778729681,124.47720364741642,0.189175081531028,20.672018920741678,50.39209726443769,103.60529050914164,914.8161094224924,40.39209726443769,54739.12006079027,0.043067177018310664,0.0066495241427331495,0.4296340646281286,248.06201868219878,0.004760669731493981
16,0+unknown,1.26.2,2.1.1.2,1.2.0,3.10.13,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 25, 'weightingNorm': None}",{'Original': {}},1f4847eac70bc5c09b160de0e751ad601e0f690c,3D,"(0.820312, 0.820312, 2.5)","(512, 512, 140)",-802.6419776371547,-2048.0,5892.0,55282f4747a30a1d6cb4a22db7d8f08c4a2026a8,"(0.820312, 0.820312, 2.5)","(512, 512, 140)","(214, 212, 82, 16, 15, 5)",571,1,"(221.43957968476357, 219.4045534150613, 83.71453590192644)","(-47.150458509632216, -30.01981197898425, -169.71366024518392)",-401.0,2.0,29106087.0,4.055670940870855,227.5,3.8588248182471436,47.0,139.56501789652222,-146.723292469352,-72.0,-733.0,780.0,101.63713610586011,225.77396364947953,-1.2400641639874517,48964571.836747736,0.10033400707273013,29446.15810894949,696.114361414844,26.2005720170143,46282.24460007364,-1339.3157044675195,94.24139336058099,56.02956103994517,0.2536476221212844,5.004455137739525,3.699884706855206,28.831502220722054,0.03185084331155716,6.511154387982984,-0.2035182944433815,0.8627904283747145,0.3344016874142411,0.9552136671860066,0.394626663858161,0.8817636209680537,0.25076368185224296,0.12637108123508728,4.603550739649313,37.567738600131534,35.61804668438654,0.07267080455917448,49.4022434966371,613.4174239316017,1.758151803044584,1285.5768347391008,0.007454764762150332,0.006533124373417302,4.768250185260427,377.55114445926233,0.7726526678779143,0.8496564731240738,0.3407719578884662,0.8987287330298414,525.0590650154568,0.006401433971492414,11.362139917695472,0.04675777743907602,44.953445443614626,434.9753086419753,108.30864197530865,97602.74485596707,0.13158193301270096,0.011258532284825644,146.9588477366255,0.604768920726854,0.8052136286637948,326.13475093708627,0.010616719318440758,5.477314334587623,0.425569176882662,102.78710901116023,6.3025594672973675,90.11733800350262,0.15782370928809566,22.18084842090412,57.290718038528894,47.370790790115365,655.3257443082312,46.2784588441331,41515.22767075306,0.0573304003103442,0.005705591405990464,0.3854545601016646,165.98362271548177,0.004632779497343081
17,0+unknown,1.26.2,2.1.1.2,1.2.0,3.10.13,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 25, 'weightingNorm': None}",{'Original': {}},1f4847eac70bc5c09b160de0e751ad601e0f690c,3D,"(0.820312, 0.820312, 2.5)","(512, 512, 140)",-802.6419776371547,-2048.0,5892.0,60812a95548ca7f2c16c4ef93b066bc7d950de25,"(0.820312, 0.820312, 2.5)","(512, 512, 140)","(213, 211, 82, 17, 17, 5)",728,1,"(221.58928571428572, 219.49725274725276, 83.73763736263736)","(-47.02765285714284, -29.943769604395584, -169.6559065934066)",-624.0,0.0,80971311.0,4.540262360768288,410.0,2.123036983515082,47.0,205.62183386668278,-234.25137362637363,-160.0,-817.0,864.0,165.95321436475672,333.50311587255567,-0.6957187388901117,136216371.99720946,0.0679265789155899,56350.62225086042,730.4360869053697,26.542463393763036,122368.13368173588,-2687.995966557162,197.17788882215348,94.77999201628114,0.3467187445060574,6.846733566518666,4.101929023046612,44.35934944891408,0.01937003054975443,7.391213507820448,-0.21892374849649635,0.904568012617651,0.2714434269378926,0.9381513199559566,0.333946719005229,0.8569747141942816,0.20712584096794956,0.09695623339392584,5.180410078099687,72.98947020960864,32.03402584012818,0.049751101220512774,90.52592265967775,620.6798566780946,1.5832616154960937,1234.6102117290334,0.009516395662781126,0.008788456607270788,5.115908905180943,523.8180274792028,0.815968373506063,0.877852916314455,0.26675878739957504,0.9201858109478226,539.0023210063126,0.008668152645783595,12.735537190082646,0.035084124490585795,72.84370375429731,420.7741046831956,73.33333333333333,79321.7741046832,0.08381787784402915,0.013490608254554637,223.7382920110193,0.6163589311598328,0.8128063414922573,316.84388589909906,0.012455573834757469,5.819473299491277,0.49862637362637363,69.31126440968664,6.5798087133258445,149.28296703296704,0.20505902064967998,19.463591353701243,49.45054945054945,90.6518762830576,673.6620879120879,36.9010989010989,39561.31043956044,0.04521439445530374,0.007850083572154332,0.45013789443871405,187.59778526815276,0.006403717585807299
18,0+unknown,1.26.2,2.1.1.2,1.2.0,3.10.13,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 25, 'weightingNorm': None}",{'Original': {}},1f4847eac70bc5c09b160de0e751ad601e0f690c,3D,"(0.820312, 0.820312, 2.5)","(512, 512, 140)",-802.6419776371547,-2048.0,5892.0,358a891f37655946bcec55b7f74653d02574c91d,"(0.820312, 0.820312, 2.5)","(512, 512, 140)","(213, 210, 81, 17, 18, 8)",764,1,"(221.44240837696336, 219.37303664921467, 83.71204188481676)","(-47.14813809947643, -30.045665560209414, -169.7198952879581)",-729.1,-1.2999999999999545,117147830.0,4.717960261338556,472.5,2.065144556312681,47.0,242.35103204407775,-274.9607329842932,-176.0,-950.0,997.0,195.59262026337007,391.5799484408547,-0.6892470542745752,197075386.24323192,0.061706778871193226,77731.45133768264,950.5659417719525,30.211521600539506,228429.84685504084,-4289.250778100047,280.041660716078,130.48972045489023,0.35074981230018987,7.933402473845489,4.19297987992792,58.764265805628284,0.017432137542892908,7.600917152430798,-0.2547394858584275,0.9349981962145388,0.26192703263151595,0.9356267783542113,0.3221256572424681,0.8564594960308175,0.2003969633602264,0.09176507381134566,5.363903645526743,102.63284529274209,30.39294234751672,0.04479116426177481,123.95719927550888,816.4294910565206,1.565712952883561,1591.1452646876448,0.007694638448383575,0.006895930006317991,5.281353004055995,555.5051920908668,0.820682968550022,0.881292790978655,0.25768420941374537,0.9222072543664782,713.3675576281365,0.006759998544262685,11.81578947368421,0.031094182825484765,97.3711565096953,587.7605263157894,70.27368421052631,100277.4947368421,0.0669073929833821,0.009642294200463662,228.4842105263158,0.6012742382271468,0.8033040075695085,449.29546734591605,0.008399308424142791,5.995534006175632,0.4973821989528796,66.23146814404433,6.726826256904156,156.73560209424085,0.2051513116416765,18.767406321098655,47.14397905759162,124.85175844960389,882.109947643979,35.46596858638743,49952.471204188485,0.03986041147404619,0.006239986819643546,0.44710201924992066,262.1273746880302,0.004438579974165552
19,0+unknown,1.26.2,2.1.1.2,1.2.0,3.10.13,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 25, 'weightingNorm': None}",{'Original': {}},6116ae73001c3d5528a920302d9ca9452c3cd188,3D,"(0.822266, 0.822266, 1.25)","(512, 512, 241)",-1027.6777755294104,-3024.0,3071.0,b4cdd6d426ab6219b79dd908c5f303c39fa2fb16,"(0.822266, 0.822266, 1.25)","(512, 512, 241)","(140, 320, 74, 5, 7, 4)",55,1,"(141.6727272727273, 322.6, 75.83636363636364)","(-118.30733623636362, 94.76301160000003, -230.20454545454544)",-630.6,514.4000000000001,10617608.0,5.063000167991432,566.0,2.628355243968907,918.0,347.100826446281,-89.27272727272727,-130.0,-788.0,1706.0,236.10816657652782,439.37161740583355,0.49566192510729085,8973489.646975381,0.034710743801652885,185077.79834710743,1167.4853181047724,32.81501396350291,1426241.4555352682,4248.776844636667,774.3823992847784,433.27480295981906,0.28288172048019883,17.059390435094823,4.047873122386284,124.80413280950066,0.020954811868335414,5.651606590279233,-0.8111346768174565,0.999766698409133,0.066744870079178,0.9244275082449394,0.12821595642567873,0.8166152415257759,0.057324881172969064,0.03474479149919639,4.516841092242604,301.9143005611494,1.8429454757466375,0.03402548813467899,297.10011444777354,1137.5345353727066,1.0476629079676973,1183.41879721633,0.04858718024168726,0.04406370728118019,5.110718228573638,52.51687072804634,0.9692724218430138,0.9846153846153847,0.015363789078493202,0.9880842730080757,1126.0634699118007,0.04293283904105343,1.391304347826087,0.030245746691871456,292.6942344045368,1142.5434782608695,1.8478260869565217,1937.3478260869565,0.09826546826092712,0.03159943944243938,36.82608695652174,0.8005671077504726,0.9103260869565217,1015.0720108695652,0.01519434068589226,5.202803532096925,0.8363636363636363,0.4182419659735349,5.258543577121675,32.09090909090909,0.5834710743801653,0.6036363636363635,1.9090909090909092,296.96066115702473,1134.8,2.5636363636363635,2436.2181818181816,0.15709782868470618,0.04485883082627874,0.7921717171717172,889.6525252525253,0.017287484609961955
